"","OH_NUM","DATE_DEB","DATE_FIN","V_USAGE","V_URB","PORTEE","p_1","p_2","p_3","p_4","urb_1","urb_2","urb_3","urb_4","urb_5","urb_6"
"718",1755,100,200,"37","3","1",16,0,0,0,1,0,15,0,0,0
"719",1763,15,50,"65","6","2",1,0,0,0,0,0,1,0,0,0
"720",1766,15,95,"37","3","1",0,0,0,0,0,0,0,0,0,0
"721",1773,350,470,"51","5","2",0,1,0,0,0,0,0,0,1,0
"722",1774,470,700,"51","5","2",1,1,1,3,0,0,0,4,1,1
"723",1781,700,1791,"53","5","2",0,4,1,2,0,0,0,3,4,0
"724",1786,1356,1500,"21","2","2",0,10,0,0,2,8,0,0,0,0
"725",1792,1000,1100,"62","6","1",2,1,0,0,0,0,0,2,1,0
"726",1794,1300,1791,"43","4","1",3,3,0,0,0,0,1,1,1,3
"727",1810,869,1480,"21","2","2",0,13,0,0,2,11,0,0,0,0
"728",1837,1150,1791,"42","4","1",1,11,0,0,0,11,0,1,0,0
"729",1840,100,300,"37","3","1",4,0,0,0,0,0,4,0,0,0
"730",1841,100,300,"37","3","1",4,0,0,0,0,0,4,0,0,0
"731",1843,100,300,"37","3","1",4,0,0,0,0,0,4,0,0,0
"732",1845,700,1791,"53","5","2",0,4,1,2,0,0,0,3,4,0
"733",1854,1356,1592,"21","2","2",1,5,0,0,0,5,0,1,0,0
"734",1855,50,100,"37","3","1",3,0,0,0,0,0,2,0,0,1
"735",1856,100,150,"37","3","1",9,0,0,0,0,0,9,0,0,0
"736",1858,1100,1200,"42","4","1",0,0,0,0,0,0,0,0,0,0
"737",1859,1200,1672,"42","4","1",1,1,0,0,0,0,1,1,0,0
"738",1860,1672,1795,"42","4","1",1,1,0,0,0,0,1,1,0,0
"739",1861,1765,1803,"34","3","2",3,1,3,0,0,0,2,4,1,0
"740",1868,1356,1650,"21","2","2",2,8,0,0,0,8,1,1,0,0
"741",1870,1358,1550,"21","2","2",1,5,0,0,0,5,1,0,0,0
"742",1872,20,40,"17","1","2",1,0,0,0,0,0,1,0,0,0
"743",1873,40,150,"17","1","2",5,1,0,0,1,0,2,0,0,3
"744",1884,1550,1650,"21","2","2",2,7,0,0,0,6,2,0,1,0
"745",1885,1050,1791,"63","6","1",2,2,0,0,0,0,1,1,0,2
"746",1886,1050,1300,"63","6","1",2,2,0,0,0,0,1,1,0,2
"747",1887,1300,1791,"63","6","1",3,3,0,0,0,0,1,2,1,2
"748",1892,200,400,"37","3","1",12,0,0,0,1,0,11,0,0,0
"749",2001,1450,1790,"42","4","1",26,5,0,1,2,0,23,5,2,0
"750",2002,1100,1700,"37","3","1",13,7,0,0,0,7,13,0,0,0
"751",2003,1200,1790,"43","4","1",14,7,1,2,0,1,0,19,4,0
"752",2004,1100,1790,"43","4","1",8,21,0,1,0,20,3,7,0,0
"753",2005,1200,1958,"37","3","1",4,0,0,0,0,0,4,0,0,0
"754",2006,1200,2015,"37","3","1",14,5,0,0,2,1,11,4,1,0
"755",2007,1100,1700,"43","4","1",5,14,0,0,0,14,1,4,0,0
"756",2008,1000,1200,"37","3","1",1,13,0,0,0,13,0,1,0,0
"757",2009,1250,2015,"37","3","1",29,3,0,0,1,1,28,1,1,0
"758",2010,1100,1400,"43","4","1",5,23,0,0,3,19,2,3,1,0
"759",2011,1200,1816,"37","3","1",17,4,0,0,1,1,14,4,1,0
"760",2012,1100,1500,"37","3","1",19,19,0,0,1,18,19,0,0,0
"761",2013,1100,2015,"37","3","1",21,19,0,0,1,18,19,2,0,0
"762",2016,1200,2015,"37","3","1",18,1,0,0,0,0,14,4,1,0
"763",2018,1175,1500,"42","4","1",1,0,0,0,0,0,1,0,0,0
"764",2019,1400,2015,"37","3","1",35,5,0,1,3,0,32,3,3,0
"765",2020,1100,1400,"37","3","1",17,23,0,1,2,21,16,2,0,0
"766",2021,1100,1700,"43","4","2",10,21,0,1,1,20,8,3,0,0
"767",2022,1100,2015,"37","3","1",6,0,0,0,0,0,6,0,0,0
"768",2023,1100,1600,"43","4","1",9,20,1,1,0,14,0,14,3,0
"769",2024,1100,1400,"43","4","1",8,19,0,0,0,14,0,11,2,0
"770",2025,1100,1400,"43","4","1",9,17,0,0,0,14,0,11,1,0
"771",2026,600,900,"43","4","2",0,1,0,1,0,0,0,1,1,0
"772",2027,1100,1400,"43","4","1",9,17,0,0,0,14,0,11,1,0
"773",2028,1100,1600,"43","4","1",8,19,0,0,0,15,0,11,1,0
"774",2029,1200,2015,"37","3","1",5,0,0,0,0,0,4,1,0,0
"775",2030,1200,2015,"37","3","1",5,0,0,0,0,0,4,1,0,0
"776",2031,1100,1790,"43","4","1",7,14,0,0,0,13,0,8,0,0
"777",2032,1100,1790,"43","4","1",9,15,0,0,0,14,0,10,0,0
"778",2033,1200,1400,"37","3","1",23,5,0,2,1,2,19,7,1,0
"779",2034,1100,1700,"37","3","1",10,20,0,0,2,16,8,3,1,0
"780",2035,1200,1600,"37","3","1",21,5,0,2,1,1,19,5,2,0
"781",2036,1100,1700,"37","3","1",11,23,0,0,2,19,9,3,1,0
"782",2037,1100,1700,"37","3","1",10,23,0,0,2,19,8,3,1,0
"783",2038,1100,1887,"37","3","1",14,26,0,1,4,20,11,5,1,0
"784",2039,1100,1600,"37","3","1",13,25,0,0,1,23,11,3,0,0
"785",2040,1400,2015,"37","3","1",31,2,0,0,1,0,29,2,1,0
"786",2041,1200,1600,"37","3","1",21,6,0,2,1,2,18,6,2,0
"787",2042,1300,1700,"43","4","1",16,8,0,2,2,0,2,19,3,0
"788",2043,900,1100,"43","4","1",1,26,0,1,0,19,0,5,4,0
"789",2044,1100,2015,"37","3","1",10,27,0,1,3,21,3,9,2,0
"790",2045,1100,1600,"37","3","1",1,0,0,0,0,0,1,0,0,0
"791",2046,1100,1790,"43","4","1",12,30,0,1,2,21,1,16,3,0
"792",2047,1100,1600,"37","3","1",6,2,0,0,0,0,5,0,2,1
"793",2048,1100,1700,"37","3","1",8,2,0,0,0,0,6,1,2,1
"794",2049,1200,2015,"37","3","1",21,1,0,0,0,1,21,0,0,0
"795",2050,1100,1800,"37","3","1",16,15,0,0,1,14,15,1,0,0
"796",2051,1100,1600,"37","3","1",15,2,0,0,0,0,12,2,2,1
"797",2052,1100,2015,"37","3","1",13,2,0,0,0,0,10,2,2,1
"798",2053,1100,1800,"37","3","1",11,0,0,0,0,0,10,1,0,0
"799",2054,1100,1800,"37","3","1",12,2,0,0,0,0,10,1,2,1
"800",2055,1100,2015,"37","3","1",3,4,0,0,0,4,1,2,0,0
"801",2057,1100,1400,"43","4","1",10,21,0,0,0,16,0,13,2,0
"802",2058,1100,1175,"37","3","1",13,9,0,0,0,9,13,0,0,0
"803",2059,1175,1300,"37","3","1",19,1,0,0,0,0,18,1,1,0
"804",2060,1100,1300,"37","3","1",13,8,0,0,0,8,13,0,0,0
"805",2061,1200,1600,"37","3","1",22,2,0,0,1,0,20,2,1,0
"806",2062,1200,2015,"37","3","1",11,0,0,0,0,0,11,0,0,0
"807",2063,1100,1400,"37","3","1",4,0,0,0,0,0,4,0,0,0
"808",2064,1100,1400,"37","3","1",13,23,0,0,1,21,12,2,0,0
"809",2065,1200,1300,"37","3","1",12,0,0,0,0,0,12,0,0,0
"810",2067,1275,2015,"37","3","1",24,3,0,0,2,0,23,1,1,0
"811",2068,1100,1800,"37","3","1",17,15,0,0,1,14,16,1,0,0
"812",2069,900,1100,"21","2","2",2,18,0,0,0,16,0,3,1,0
"813",2070,1100,1400,"37","3","1",17,15,0,0,1,14,16,1,0,0
"814",2072,1100,1940,"37","3","1",5,11,0,0,0,11,5,0,0,0
"815",2073,1175,1400,"37","3","1",17,3,0,0,1,1,16,2,0,0
"816",2074,1100,1400,"37","3","1",11,25,0,0,1,23,10,2,0,0
"817",2075,1200,1960,"37","3","1",15,2,0,0,0,1,12,3,1,0
"818",2076,1100,1300,"37","3","1",14,6,0,0,0,6,14,0,0,0
"819",2077,1300,1961,"37","3","1",28,2,0,0,0,0,27,1,2,0
"820",2078,1300,2015,"37","3","1",24,2,0,0,1,0,21,4,0,0
"821",2079,1000,1700,"42","4","1",3,20,0,0,0,19,0,3,1,0
"822",2080,1100,1400,"43","4","1",12,28,0,1,3,21,1,14,2,0
"823",2081,1300,1790,"43","4","1",15,8,0,2,2,0,0,20,3,0
"824",2082,1400,2015,"37","3","1",16,3,0,0,0,0,16,2,1,0
"825",2083,1100,1970,"37","3","1",1,1,0,0,1,0,1,0,0,0
"826",2084,1300,1500,"43","4","1",17,8,0,2,1,0,0,22,4,0
"827",2085,900,1100,"21","2","2",2,17,0,0,0,14,0,4,1,0
"828",2086,1100,1400,"43","4","2",8,24,0,2,2,16,1,12,3,0
"829",2087,1200,1500,"43","4","1",15,1,0,0,0,0,2,14,0,0
"830",2088,900,1200,"37","3","1",0,0,0,0,0,0,0,0,0,0
"831",2089,1300,2015,"37","3","1",14,0,0,0,0,0,14,0,0,0
"832",2090,1300,2015,"37","3","1",15,5,0,2,3,0,10,8,1,0
"833",2091,900,1100,"21","2","2",1,13,0,0,0,12,1,1,0,0
"834",2092,900,1200,"43","4","2",2,18,1,1,0,13,0,5,4,0
"835",2093,1400,1790,"43","4","1",26,8,1,1,0,0,0,32,4,0
"836",2094,1100,1790,"43","4","1",10,12,0,0,0,12,2,8,0,0
"837",2095,900,1100,"21","2","2",1,21,0,0,0,21,0,0,0,1
"838",2096,1000,1400,"37","3","1",1,21,0,0,0,21,0,1,0,0
"839",2097,1375,2015,"37","3","1",30,4,0,1,2,0,27,3,3,0
"840",2098,1000,1782,"42","4","1",2,18,1,1,0,18,1,3,0,0
"841",2099,1300,1375,"37","3","1",27,4,0,2,1,0,26,3,3,0
"842",2302,1100,2015,"37","3","1",13,2,0,0,0,0,11,1,2,1
"843",2303,1816,2015,"37","3","1",9,0,0,0,0,0,9,0,0,0
"844",2304,1200,1300,"42","4","4",36,15,1,2,3,1,16,28,6,0
"845",2307,1200,1400,"37","3","1",20,1,0,0,1,0,18,2,0,0
"846",2308,1500,2015,"37","3","1",33,1,0,0,0,0,28,5,1,0
"847",2309,1500,2015,"37","3","1",35,1,0,0,0,0,29,6,1,0
"848",2310,1500,2015,"37","3","1",39,1,0,0,0,0,33,6,1,0
"849",2311,1500,2015,"37","3","1",40,1,0,0,0,0,34,6,1,0
"850",2312,1790,2015,"37","3","1",11,2,0,0,0,0,9,3,1,0
"851",2313,1790,2015,"37","3","1",6,0,0,0,0,0,2,4,0,0
"852",2314,1790,2015,"37","3","1",7,0,0,0,0,0,3,4,0,0
"853",2315,1790,2015,"37","3","1",10,1,0,0,0,0,4,6,1,0
"854",2316,1790,2015,"37","3","1",8,0,0,0,0,0,3,5,0,0
"855",2317,1790,2015,"37","3","1",6,0,0,0,0,0,2,4,0,0
"856",2318,1790,2015,"37","3","1",7,3,0,0,0,0,3,5,2,0
"857",2319,1790,2015,"37","3","1",18,1,0,0,0,0,16,2,1,0
"858",2320,1790,2015,"37","3","1",12,2,1,0,0,0,9,5,1,0
"859",2321,1790,2015,"37","3","1",5,1,2,0,0,0,2,5,1,0
"860",2322,1790,1940,"37","3","1",6,1,0,0,0,0,2,4,1,0
"861",2323,1790,2015,"37","3","1",8,1,0,0,0,0,4,4,1,0
"862",2324,1790,1875,"37","3","1",5,2,0,0,1,0,2,3,1,0
"863",2325,1790,2015,"37","3","1",11,2,1,0,0,0,4,8,2,0
"864",2326,1790,2015,"37","3","1",12,1,0,0,0,0,5,7,1,0
"865",2327,1790,2015,"37","3","1",12,4,1,0,0,0,4,10,3,0
"866",2328,1790,1940,"37","3","1",4,0,0,0,0,0,2,2,0,0
"867",2329,1500,2015,"37","3","1",37,1,0,0,0,0,31,6,1,0
"868",2330,900,1200,"21","2","2",0,12,0,0,0,12,0,0,0,0
"869",2331,900,1100,"21","2","2",0,12,0,0,0,12,0,0,0,0
"870",2332,900,1100,"21","2","2",0,13,0,0,0,12,0,1,0,0
"871",2333,900,1100,"21","2","2",0,19,0,0,0,18,0,1,0,0
"872",2334,900,1100,"21","2","2",0,19,0,0,0,18,0,1,0,0
"873",2335,900,1100,"21","2","2",0,28,0,1,0,26,0,3,0,0
"874",2336,900,1100,"21","2","2",0,21,0,1,0,19,0,3,0,0
"875",2337,900,1100,"21","2","2",0,24,0,1,0,20,0,3,2,0
"876",2338,900,1100,"21","2","2",1,26,0,1,0,23,0,3,2,0
"877",2339,900,1100,"21","2","2",2,25,0,1,0,24,0,4,0,0
"878",2340,900,1100,"21","2","2",2,27,0,1,0,24,0,4,2,0
"879",2341,900,1100,"21","2","2",2,22,0,1,0,20,0,4,1,0
"880",2342,900,1100,"21","2","2",3,22,0,0,0,20,0,4,1,0
"881",2343,900,1100,"21","2","2",2,21,0,0,0,18,0,3,2,0
"882",2344,900,1100,"21","2","2",2,12,0,0,0,12,0,2,0,0
"883",2345,900,1100,"21","2","2",3,21,0,0,0,17,0,5,2,0
"884",2346,900,1100,"21","2","2",2,16,0,0,0,12,0,4,2,0
"885",2347,900,1100,"21","2","2",3,19,0,0,0,15,0,5,2,0
"886",2348,900,1100,"21","2","2",2,17,0,0,0,13,0,4,2,0
"887",2349,900,1100,"21","2","2",2,17,0,0,0,14,0,4,1,0
"888",2350,900,1100,"21","2","2",2,18,0,0,0,14,0,4,2,0
"889",2351,900,1100,"21","2","2",4,18,0,0,0,16,0,5,1,0
"890",2352,900,1100,"21","2","2",3,17,0,0,0,17,0,3,0,0
"891",2353,900,1100,"21","2","2",2,14,0,0,0,14,0,2,0,0
"892",2354,900,1100,"21","2","2",0,14,0,0,0,14,0,0,0,0
"893",2355,900,1100,"21","2","2",0,14,0,0,0,14,0,0,0,0
"894",2356,900,1100,"21","2","2",1,21,0,0,0,21,0,1,0,0
"895",2357,900,1200,"21","2","2",1,18,0,0,0,18,0,1,0,0
"896",2358,900,1100,"21","2","2",1,23,0,0,0,23,0,1,0,0
"897",2359,900,1100,"21","2","2",1,17,0,0,0,17,0,1,0,0
"898",2360,900,1100,"21","2","2",1,19,0,0,0,19,0,1,0,0
"899",2361,900,1100,"21","2","2",2,24,0,0,0,24,0,1,0,1
"900",2362,900,1100,"21","2","2",1,22,0,0,0,22,0,0,0,1
"901",2363,900,1250,"21","2","2",1,16,0,0,0,16,0,0,0,1
"902",2364,900,1100,"21","2","2",2,26,0,0,0,26,1,0,0,1
"903",2365,900,1100,"21","2","2",2,15,0,0,0,15,1,0,0,1
"904",2366,900,1100,"21","2","2",1,13,0,0,0,13,1,0,0,0
"905",2367,900,1100,"21","2","2",1,14,0,0,0,13,1,1,0,0
"906",2368,900,1100,"21","2","2",0,21,0,0,0,20,0,1,0,0
"907",2369,900,1100,"21","2","2",1,22,0,0,0,22,0,0,0,1
"908",2370,900,1100,"21","2","2",1,21,0,0,0,20,1,1,0,0
"909",2371,900,1100,"21","2","2",0,28,0,1,0,26,0,3,0,0
"910",2372,900,1100,"21","2","2",1,22,0,1,0,20,0,4,0,0
"911",2373,900,1100,"21","2","2",3,28,0,1,0,26,0,5,1,0
"912",2374,900,1100,"21","2","2",4,34,0,0,0,28,0,7,3,0
"913",2375,900,1100,"21","2","2",4,25,0,0,0,23,0,5,1,0
"914",2376,900,1100,"21","2","2",1,26,0,0,0,26,0,1,0,0
"915",2377,900,1100,"21","2","2",2,24,0,0,0,24,0,1,0,1
"916",2378,900,1100,"21","2","2",1,22,0,0,0,22,0,0,0,1
"917",2379,900,1100,"21","2","2",2,22,0,0,0,22,1,0,0,1
"918",2380,900,1100,"21","2","2",2,21,0,0,0,20,1,1,0,1
"919",2381,900,1100,"21","2","2",1,23,0,0,0,22,1,1,0,0
"920",2382,900,1100,"21","2","2",0,27,0,0,0,26,0,1,0,0
"921",2383,900,1100,"21","2","2",1,21,0,0,0,20,0,2,0,0
"922",2384,900,1100,"21","2","2",3,27,0,0,0,26,0,4,0,0
"923",2385,900,1100,"21","2","2",5,28,0,0,0,27,0,6,0,0
"924",2386,900,1100,"21","2","2",4,23,0,0,0,23,0,4,0,0
"925",2387,900,1100,"21","2","2",0,22,0,0,0,22,0,0,0,0
"926",2388,900,1100,"21","2","2",1,22,0,0,0,22,0,0,0,1
"927",2389,900,1100,"21","2","2",1,16,0,0,0,16,0,0,0,1
"928",2390,900,1100,"21","2","2",2,16,0,0,0,16,1,0,0,1
"929",2391,900,1100,"21","2","2",0,12,0,0,0,12,0,0,0,0
"930",2392,900,1100,"21","2","2",0,12,0,0,0,12,0,0,0,0
"931",2393,900,1100,"21","2","2",0,19,0,0,0,18,0,1,0,0
"932",2394,900,1100,"21","2","2",0,21,0,1,0,19,0,3,0,0
"933",2395,900,1100,"21","2","2",1,21,0,0,0,20,0,2,0,0
"934",2396,900,1100,"21","2","2",2,25,0,1,0,24,0,4,0,0
"935",2397,900,1100,"21","2","2",3,18,0,0,0,17,0,4,0,0
"936",2398,900,1100,"21","2","2",3,19,0,0,0,17,0,4,1,0
"937",2399,900,1100,"21","2","2",4,14,0,0,0,13,0,5,0,0
"938",2400,900,1100,"21","2","2",4,17,0,0,0,14,0,6,1,0
"939",2401,900,1100,"21","2","2",0,12,0,0,0,12,0,0,0,0
"940",2402,900,1100,"21","2","2",0,13,0,0,0,13,0,0,0,0
"941",2403,900,1100,"21","2","2",0,18,0,0,0,18,0,0,0,0
"942",2404,900,1100,"21","2","2",1,19,0,0,0,19,0,1,0,0
"943",2405,900,1100,"21","2","2",1,19,0,0,0,19,0,0,0,1
"944",2406,900,1100,"21","2","2",1,22,0,0,0,22,0,0,0,1
"945",2407,900,1100,"21","2","2",1,12,0,0,0,12,1,0,0,0
"946",2408,900,1100,"21","2","2",1,13,0,0,0,12,1,1,0,0
"947",2409,1356,1592,"21","2","2",0,8,0,0,1,7,0,0,0,0
"948",2410,1356,1592,"21","2","2",0,8,0,0,1,7,0,0,0,0
"949",2411,1356,1592,"21","2","2",1,8,0,0,1,7,1,0,0,0
"950",2412,1356,1592,"21","2","2",1,7,0,0,0,7,1,0,0,0
"951",2413,1356,1592,"21","2","2",2,8,0,0,0,8,1,1,0,0
"952",2414,1356,1592,"21","2","2",2,8,0,0,0,8,1,1,0,0
"953",2415,1356,1470,"21","2","2",2,11,0,0,1,10,1,1,0,0
"954",2416,1470,1592,"21","2","2",5,10,0,0,0,10,4,1,0,0
"955",2417,1356,1592,"21","2","2",2,13,0,0,1,12,1,1,0,0
"956",2418,1356,1592,"21","2","2",0,13,0,0,1,11,0,0,1,0
"957",2419,1356,1592,"21","2","2",2,12,0,0,0,12,2,0,0,0
"958",2420,1356,1592,"21","2","2",2,8,0,0,0,8,1,1,0,0
"959",2421,1356,1592,"21","2","2",0,9,0,0,0,8,0,0,1,0
"960",2422,1356,1592,"21","2","2",0,8,0,0,0,7,0,0,1,0
"961",2423,1356,1592,"21","2","2",1,8,0,0,0,7,0,1,1,0
"962",2424,1356,1592,"21","2","2",1,8,0,0,0,7,0,1,1,0
"963",2425,1356,1592,"21","2","2",2,8,0,0,0,7,0,2,1,0
"964",2426,1356,1592,"21","2","2",3,6,0,0,0,4,0,3,2,0
"965",2427,1356,1592,"21","2","2",6,11,0,0,0,8,0,7,2,0
"966",2428,1356,1473,"21","2","2",4,6,0,0,0,5,0,4,1,0
"967",2429,1473,1592,"21","2","2",4,7,0,0,0,6,0,4,1,0
"968",2430,1356,1592,"21","2","2",6,7,0,0,0,5,0,7,1,0
"969",2431,1356,1592,"21","2","2",7,7,0,0,0,5,0,8,1,0
"970",2432,1356,1592,"21","2","2",3,6,0,0,0,5,0,3,1,0
"971",2433,1356,1592,"21","2","2",3,7,0,0,0,6,0,3,1,0
"972",2434,1360,1592,"21","2","2",0,2,0,0,0,2,0,0,0,0
"973",2435,1356,1592,"21","2","2",2,7,0,0,0,5,1,1,2,0
"974",2436,1356,1470,"21","2","2",1,6,0,0,0,4,1,0,2,0
"975",2437,1470,1592,"21","2","2",2,7,0,0,0,5,1,1,2,0
"976",2438,1356,1592,"21","2","2",1,7,0,0,0,5,1,0,2,0
"977",2439,1356,1478,"21","2","2",1,7,0,0,0,6,1,0,1,0
"978",2440,1478,1592,"21","2","2",2,8,0,0,0,7,1,1,1,0
"979",2441,1356,1592,"21","2","2",2,9,0,0,0,8,1,1,1,0
"980",2442,1356,1476,"21","2","2",1,6,0,0,0,6,0,1,0,0
"981",2443,1476,1592,"21","2","2",1,7,0,0,0,7,0,1,0,0
"982",2444,1356,1592,"21","2","2",1,6,0,0,0,6,0,1,0,0
"983",2445,1356,1592,"21","2","2",1,10,0,0,0,10,0,1,0,0
"984",2446,1356,1592,"21","2","2",0,7,0,0,0,7,0,0,0,0
"985",2447,1356,1592,"21","2","2",0,7,0,0,0,7,0,0,0,0
"986",2448,1356,1592,"21","2","2",0,9,0,0,0,9,0,0,0,0
"987",2449,1356,1592,"21","2","2",0,9,0,0,0,9,0,0,0,0
"988",2450,1446,1592,"21","2","2",1,8,0,0,0,7,0,1,1,0
"989",2451,1356,1592,"21","2","2",0,10,0,0,0,10,0,0,0,0
"990",2452,1356,1446,"21","2","2",1,13,0,0,0,13,1,0,0,0
"991",2453,1356,1446,"21","2","2",1,14,0,0,0,14,1,0,0,0
"992",2454,1447,1592,"21","2","2",2,8,0,0,0,7,1,1,1,0
"993",2455,1050,1446,"21","2","2",3,4,0,0,0,4,3,0,0,0
"994",2456,1050,1360,"21","2","2",5,12,1,0,0,12,4,2,0,0
"995",2457,1100,1446,"21","2","2",1,6,0,0,0,6,0,1,0,0
"996",2458,1100,1360,"21","2","2",4,6,0,0,0,6,3,1,0,0
"997",2459,1356,1448,"21","2","2",2,13,0,0,0,13,1,1,0,0
"998",2460,1356,1592,"21","2","2",2,10,0,0,0,9,2,1,0,0
"999",2461,1448,1592,"21","2","2",2,6,0,0,0,5,1,1,1,0
"1000",2462,1473,1592,"21","2","2",3,5,0,0,0,4,2,1,1,0
"1001",2463,1446,1592,"21","2","2",1,8,0,0,0,7,0,1,1,0
"1002",2464,1356,1446,"21","2","2",0,6,0,0,0,6,0,0,0,0
"1003",2465,1356,1592,"21","2","2",0,7,0,0,0,6,1,0,0,0
"1004",2466,1356,1592,"21","2","2",0,8,0,0,0,8,0,0,0,0
"1005",2467,1356,1592,"21","2","2",0,4,0,0,0,4,0,0,0,0
"1006",2468,1356,1592,"21","2","2",0,12,0,0,0,10,0,2,0,0
"1007",2469,300,1592,"21","2","2",0,18,0,0,0,18,0,0,0,0
"1008",2470,300,1592,"21","2","2",0,9,0,0,0,9,0,0,0,0
"1009",2471,1642,1800,"32","3","2",1,8,0,0,6,2,0,1,0,0
"1010",2473,300,1592,"21","2","2",0,9,0,0,0,9,0,0,0,0
"1011",2474,1550,1592,"21","2","2",1,7,0,0,1,6,0,1,0,0
"1012",2475,300,1592,"21","2","2",0,12,0,0,0,12,0,0,0,0
"1013",2476,869,1592,"21","2","2",0,6,0,0,0,6,0,0,0,0
"1014",2477,869,1592,"21","2","2",0,12,0,0,2,10,0,0,0,0
"1015",2479,869,1592,"21","2","2",0,16,0,0,2,14,0,0,0,0
"1016",2480,1592,1780,"18","1","2",0,11,0,0,5,6,0,0,0,0
"1017",2481,1592,1725,"18","1","2",0,13,0,0,6,7,0,0,0,0
"1018",2482,1592,1800,"18","1","2",0,11,0,0,5,6,0,0,0,0
"1019",2483,1592,1725,"18","1","2",1,9,0,0,4,5,1,0,0,0
"1020",2484,1592,1725,"18","1","2",3,11,0,0,4,7,3,0,0,0
"1021",2485,1592,1725,"18","1","2",6,15,0,0,6,9,6,0,0,0
"1022",2486,1592,1725,"18","1","2",5,11,0,0,4,7,5,0,0,0
"1023",2487,1592,1725,"18","1","2",4,15,0,0,7,8,4,0,0,0
"1024",2488,1592,1725,"18","1","2",1,19,0,0,9,10,1,0,0,0
"1025",2489,1592,1725,"18","1","2",4,17,0,0,7,10,4,0,0,0
"1026",2490,1592,1725,"18","1","2",5,13,0,0,5,8,5,0,0,0
"1027",2491,1592,1725,"18","1","2",0,11,0,0,5,6,0,0,0,0
"1028",2492,1592,1850,"18","1","2",1,11,0,0,5,6,1,0,0,0
"1029",2493,1592,1850,"18","1","2",1,11,0,0,5,6,1,0,0,0
"1030",2494,1592,1850,"18","1","2",1,11,0,0,5,6,1,0,0,0
"1031",2495,1592,1725,"18","1","2",0,11,0,0,5,6,0,0,0,0
"1032",2496,1592,1650,"18","1","2",0,12,0,0,5,6,0,0,1,0
"1033",2497,1592,1850,"18","1","2",0,12,0,0,5,6,0,0,1,0
"1034",2498,1592,1850,"18","1","2",1,14,0,0,6,7,0,1,1,0
"1035",2499,1592,1850,"18","1","2",1,6,0,0,2,3,0,1,1,0
"1036",2500,1592,1725,"18","1","2",2,13,0,0,5,6,0,2,2,0
"1037",2501,1592,1725,"18","1","2",2,8,0,0,3,4,0,2,1,0
"1038",2502,1592,1725,"18","1","2",4,10,0,0,4,5,0,4,1,0
"1039",2503,1592,1725,"18","1","2",4,12,0,0,5,6,0,4,1,0
"1040",2504,1592,1650,"18","1","2",2,7,0,0,3,4,0,2,0,0
"1041",2505,1592,1875,"18","1","2",1,9,0,0,4,5,0,1,0,0
"1042",2506,1592,1875,"18","1","2",0,5,0,0,2,3,0,0,0,0
"1043",2507,1592,1650,"18","1","2",0,13,0,0,6,7,0,0,0,0
"1044",2508,1592,1800,"18","1","2",0,10,0,0,4,5,0,0,1,0
"1045",2509,1592,1725,"18","1","2",0,9,0,0,4,5,0,0,0,0
"1046",2510,1592,1725,"18","1","2",0,9,0,0,4,5,0,0,0,0
"1047",2511,1592,1725,"18","1","2",0,13,0,0,6,7,0,0,0,0
"1048",2512,1592,1725,"18","1","2",0,5,0,0,2,3,0,0,0,0
"1049",2513,1592,1670,"18","1","2",1,11,0,0,5,6,0,1,0,0
"1050",2514,1592,1670,"18","1","2",1,17,0,0,7,10,0,1,0,0
"1051",2515,1592,1633,"18","1","2",0,11,0,0,4,7,0,0,0,0
"1052",2516,1592,1633,"18","1","2",0,11,0,0,4,7,0,0,0,0
"1053",2517,1592,1725,"18","1","2",0,16,0,0,6,10,0,0,0,0
"1054",2518,1592,1725,"18","1","2",0,8,0,0,3,5,0,0,0,0
"1055",2519,1592,1725,"18","1","2",0,10,0,0,4,6,0,0,0,0
"1056",2520,1592,1725,"18","1","2",1,8,0,0,3,5,1,0,0,0
"1057",2521,1592,1770,"18","1","2",1,8,0,0,3,5,1,0,0,0
"1058",2522,1592,1770,"18","1","2",3,12,0,0,6,7,1,1,0,0
"1059",2523,1592,1760,"18","1","2",2,12,0,0,6,7,0,1,0,0
"1060",2524,1592,1725,"18","1","2",2,7,0,0,4,4,0,1,0,0
"1061",2525,1592,1675,"18","1","2",2,7,0,0,4,4,0,1,0,0
"1062",2526,1592,1650,"18","1","2",0,7,0,0,2,5,0,0,0,0
"1063",2527,1592,1725,"18","1","2",0,7,1,0,2,5,0,1,0,0
"1064",2528,1592,1633,"18","1","2",0,8,0,0,3,5,0,0,0,0
"1065",2529,1592,1770,"18","1","2",2,12,0,0,4,7,1,1,1,0
"1066",2530,1592,1767,"18","1","2",5,12,1,0,4,8,0,6,0,0
"1067",2531,1592,1642,"18","1","2",1,11,0,0,5,6,0,1,0,0
"1068",2532,1592,2015,"18","1","2",1,11,0,0,5,6,0,1,0,0
"1069",2533,1592,2015,"18","1","2",1,11,0,0,5,6,0,1,0,0
"1070",2534,1592,2015,"18","1","2",0,13,0,0,5,8,0,0,0,0
"1071",2535,1592,1767,"18","1","2",2,7,0,0,3,4,0,2,0,0
"1072",2536,850,1800,"18","1","2",0,8,0,0,1,7,0,0,0,0
"1073",2537,850,2015,"18","1","2",0,12,0,0,1,11,0,0,0,0
"1074",2538,1356,1592,"21","2","2",0,13,0,0,0,13,0,0,0,0
